Row No,Brand,Laptop Type,Inches,Ram,Memory,Operating System,Weight(In Grams),Price,Touch Screen,IPS,Retina,Width,Height,Maximum Display Resolution,Menory,Primary Storage,Secondary Storage,Primary Storage Type,Secondary Storage Type,Clock Speed,Processor Brand,Processor Model,GPU Brand,GPU Model
1053,Lenovo,2 in 1 Convertible,10.1,4GB,64GB Flash Storage,Windows 10,700.0,34433.0,Yes,Yes,No,1920.0,1200.0,Full HD (FHD),64GB Flash Storage,64GB Flash Storage,Not Available,Flash,Not Available,1.44GHz,Intel,Atom x5-Z8550,Intel,HD Graphics 400
1054,HP,Ultrabook,13.3,16GB,512GB SSD,Windows 10,1300.0,109171.0,No,Yes,No,3840.0,2160.0,Full HD (FHD),512GB SSD,512GB SSD,Not Available,SSD,Not Available,2.7GHz,Intel,Core i7 7500U,Intel,HD Graphics 620
1055,Dell,Notebook,15.6,8GB,256GB SSD,Windows 10,2200.0,39960.0,No,No,No,1920.0,1080.0,HD / HD+,256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
1056,HP,Notebook,14,4GB,500GB HDD,Windows 7,1500.0,54931.0,No,No,No,1920.0,1080.0,Full HD (FHD),500GB HDD,500GB HDD,Not Available,HDD,Not Available,2.3GHz,Intel,Core i5 6200U,Intel,HD Graphics 520
1057,HP,Workstation,15.6,8GB,256GB SSD,Windows 7,1900.0,79654.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i7 6500U,AMD,FirePro W4190M
1058,Lenovo,Notebook,14,8GB,180GB SSD,Windows 7,1700.0,63883.0,No,No,No,1920.0,1080.0,Full HD (FHD),180GB SSD,180GB SSD,Not Available,SSD,Not Available,2.3GHz,Intel,Core i5 6200U,Intel,HD Graphics 520
1059,HP,Notebook,13.3,4GB,32GB Flash Storage,Chrome OS,1300.0,32767.0,No,No,No,3200.0,1800.0,HD / HD+,32GB Flash Storage,32GB Flash Storage,Not Available,Flash,Not Available,1.5GHz,Intel,Pentium Dual Core 4405Y,Intel,HD Graphics 515
1060,Acer,Notebook,15.6,4GB,500GB HDD,Windows 10,2400.0,20619.0,No,No,No,1366.0,768.0,Full HD (FHD),500GB HDD,500GB HDD,Not Available,HDD,Not Available,2.2GHz,AMD,A8-Series 7410,AMD,Radeon R5
1061,Dell,Notebook,15.6,4GB,500GB HDD,Linux,2200.0,20965.0,No,No,No,1366.0,768.0,HD / HD+,500GB HDD,500GB HDD,Not Available,HDD,Not Available,1.6GHz,Intel,Pentium Quad Core N3700,Intel,HD Graphics
1062,HP,Notebook,15.6,4GB,1TB HDD,No OS,1900.0,18434.0,No,No,No,1366.0,768.0,HD / HD+,1TB HDD,1TB HDD,Not Available,HDD,Not Available,2GHz,Intel,Core i3 6006U,Intel,HD Graphics 520
1063,Asus,Gaming,17.3,8GB,256GB SSD +  1TB HDD,Windows 10,2700.0,85195.0,No,Yes,No,1920.0,1080.0,HD / HD+,256GB SSD +  1TB HDD,256GB SSD,1TB HDD,SSD,HDD,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060
1064,Dell,Ultrabook,13.3,4GB,256GB SSD,Windows 10,1400.0,43602.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,1.6GHz,Intel,Core i5 8250U,AMD,Radeon 530
1065,HP,Netbook,12.5,4GB,128GB SSD,Windows 7,2400.0,85195.0,No,No,No,1366.0,768.0,Full HD (FHD),128GB SSD,128GB SSD,Not Available,SSD,Not Available,2.3GHz,Intel,Core i5 6200U,Intel,HD Graphics 520
1066,Acer,Notebook,15.6,8GB,256GB SSD +  1TB HDD,Windows 10,2400.0,42571.0,No,No,No,1920.0,1080.0,HD / HD+,256GB SSD +  1TB HDD,256GB SSD,1TB HDD,SSD,HDD,2.5GHz,Intel,Core i5 7200U,Nvidia,GeForce GTX 950M
1067,Dell,Notebook,15.6,8GB,1TB HDD,Windows 10,2400.0,34035.0,No,No,No,1920.0,1080.0,Full HD (FHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.5GHz,Intel,Core i5 7200U,AMD,Radeon R7 M445
1068,MSI,Gaming,17.3,8GB,256GB SSD,Windows 10,2600.0,85195.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.6GHz,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 965M
1069,HP,Notebook,15.6,4GB,1TB HDD,Windows 10,2000.0,26640.0,No,No,No,1366.0,768.0,Full HD (FHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,1.6GHz,Intel,Pentium Quad Core N3710,Intel,HD Graphics 405
1070,Asus,Gaming,17.3,16GB,128GB SSD +  1TB HDD,Windows 10,4300.0,122491.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),128GB SSD +  1TB HDD,128GB SSD,1TB HDD,SSD,HDD,2.6GHz,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 980M
1071,Dell,Ultrabook,12.5,4GB,500GB HDD,Windows 7,1500.0,60481.0,No,No,No,1366.0,768.0,Quad HD+ (QHD+),500GB HDD,500GB HDD,Not Available,HDD,Not Available,2.3GHz,Intel,Core i3 6100U,Intel,HD Graphics 520
1072,Dell,Ultrabook,12.5,4GB,128GB SSD,Windows 7,1500.0,62176.0,No,No,No,1366.0,768.0,HD / HD+,128GB SSD,128GB SSD,Not Available,SSD,Not Available,2.3GHz,Intel,Core i3 6100U,Intel,HD Graphics 520
1073,Acer,Notebook,15.6,4GB,16GB SSD,Chrome OS,2200.0,11136.0,No,No,No,1366.0,768.0,HD / HD+,16GB SSD,16GB SSD,Not Available,SSD,Not Available,1.5GHz,Intel,Celeron Dual Core 3205U,Intel,HD Graphics
1074,HP,Workstation,17.3,8GB,1TB HDD,Windows 7,3000.0,154459.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.6GHz,Intel,Core i7 6700HQ,AMD,FirePro W6150M
1075,Lenovo,Gaming,15.6,16GB,512GB SSD,Windows 10,2400.0,63883.0,No,No,No,1920.0,1080.0,Full HD (FHD),512GB SSD,512GB SSD,Not Available,SSD,Not Available,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050 Ti
1076,Dell,Ultrabook,12.5,8GB,256GB SSD,Windows 7,1500.0,75290.0,No,No,No,1366.0,768.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.3GHz,Intel,Core i5 6200U,Intel,HD Graphics 520
1077,MSI,Gaming,17.3,8GB,128GB SSD +  1TB HDD,Windows 10,2900.0,80516.0,No,No,No,1920.0,1080.0,Full HD (FHD),128GB SSD +  1TB HDD,128GB SSD,1TB HDD,SSD,HDD,2.6GHz,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 960M
1078,Lenovo,2 in 1 Convertible,15.6,4GB,256GB SSD,Windows 10,2100.0,46194.0,Yes,Yes,No,1920.0,1080.0,4K Ultra HD (UHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.3GHz,Intel,Core i5 6200U,Intel,HD Graphics 520
1079,HP,Notebook,15.6,4GB,1TB HDD,Windows 10,2100.0,21205.0,No,No,No,1920.0,1080.0,Full HD (FHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.5GHz,AMD,A6-Series 9220,AMD,Radeon R4
1080,Asus,Gaming,15.6,16GB,128GB SSD +  1TB HDD,Windows 10,2600.0,71342.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),128GB SSD +  1TB HDD,128GB SSD,1TB HDD,SSD,HDD,2.6GHz,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 960M
1081,HP,Notebook,13.3,8GB,256GB SSD,Windows 10,1200.0,90523.0,Yes,No,No,3200.0,1800.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,1.1GHz,Intel,Core M 6Y54,Intel,HD Graphics 515
1082,Dell,Notebook,15.6,4GB,500GB HDD,Windows 7,2200.0,40980.0,No,No,No,1366.0,768.0,Full HD (FHD),500GB HDD,500GB HDD,Not Available,HDD,Not Available,2.3GHz,Intel,Core i5 6200U,AMD,Radeon R5 M315
1083,Lenovo,Notebook,15.6,4GB,128GB SSD,Windows 10,2100.0,22857.0,No,No,No,1366.0,768.0,Full HD (FHD),128GB SSD,128GB SSD,Not Available,SSD,Not Available,2.0GHz,Intel,Core i3 6006U,Intel,HD Graphics 520
1084,HP,Ultrabook,13.3,8GB,512GB SSD,Windows 10,1200.0,104908.0,No,No,No,1920.0,1080.0,HD / HD+,512GB SSD,512GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i7 6500U,Intel,HD Graphics 520
1085,Lenovo,2 in 1 Convertible,10.1,4GB,64GB Flash Storage,Android,700.0,29251.0,Yes,Yes,No,1920.0,1200.0,HD / HD+,64GB Flash Storage,64GB Flash Storage,Not Available,Flash,Not Available,1.44GHz,Intel,Atom x5-Z8550,Intel,HD Graphics 400
1086,Dell,Ultrabook,13.3,8GB,256GB SSD,Windows 10,1200.0,73473.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.4GHz,Intel,Core i7 7560U,Intel,Iris Plus Graphics 640
1087,Lenovo,Gaming,17.3,16GB,256GB SSD +  1.0TB Hybrid,Windows 10,4600.0,146519.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD +  1.0TB Hybrid,256GB SSD,1.0TB Hybrid,SSD,Hybrid,2.7GHz,Intel,Core i7 6820HK,Nvidia,GeForce GTX 980M
1088,Razer,Ultrabook,12.5,8GB,256GB SSD,Windows 10,1200.0,54825.0,Yes,No,No,3840.0,2160.0,HD / HD+,256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i7 6500U,Intel,HD Graphics 520
1089,Toshiba,Ultrabook,13.3,16GB,512GB SSD,Windows 10,1000.0,118601.0,No,No,No,1920.0,1080.0,Full HD (FHD),512GB SSD,512GB SSD,Not Available,SSD,Not Available,2.7GHz,Intel,Core i7 7500U,Intel,HD Graphics 620
1090,Asus,Gaming,17.3,8GB,128GB SSD +  1TB HDD,Windows 10,3500.0,69929.0,No,No,No,1920.0,1080.0,Full HD (FHD),128GB SSD +  1TB HDD,128GB SSD,1TB HDD,SSD,HDD,2.6GHz,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 960M
1091,Vero,Notebook,13.3,4GB,32GB Flash Storage,Windows 10,1400.0,10443.0,No,No,No,1920.0,1080.0,HD / HD+,32GB Flash Storage,32GB Flash Storage,Not Available,Flash,Not Available,1.44GHz,Intel,Atom X5-Z8350,Intel,HD Graphics 400
1092,HP,Notebook,13.3,8GB,256GB SSD,Windows 10,1200.0,90043.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.3GHz,Intel,Core i5 6200U,Intel,HD Graphics 520
1093,HP,Notebook,14,8GB,256GB SSD,Windows 7,1400.0,80613.0,No,No,No,1920.0,1080.0,HD / HD+,256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.3GHz,Intel,Core i5 6200U,Intel,HD Graphics 520
1094,Dell,Notebook,15.6,4GB,500GB HDD,Linux,2100.0,27899.0,No,No,No,1366.0,768.0,Full HD (FHD),500GB HDD,500GB HDD,Not Available,HDD,Not Available,2.3GHz,Intel,Core i5 6200U,Intel,HD Graphics 520
1095,Asus,Notebook,15.6,4GB,1TB HDD,Windows 10,2000.0,23177.0,No,No,No,1366.0,768.0,Full HD (FHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.4GHz,Intel,Core i3 7100U,Intel,HD Graphics 620
1096,Lenovo,2 in 1 Convertible,14,8GB,256GB SSD,Windows 10,1800.0,88924.0,Yes,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i7 6500U,Intel,HD Graphics 520
1097,Lenovo,2 in 1 Convertible,10.1,4GB,64GB Flash Storage,Windows 10,700.0,25521.0,Yes,Yes,No,1920.0,1200.0,Full HD (FHD),64GB Flash Storage,64GB Flash Storage,Not Available,Flash,Not Available,1.44GHz,Intel,Atom x5-Z8550,Intel,HD Graphics 400
1098,HP,Ultrabook,12.5,8GB,256GB SSD,Windows 7,1300.0,100966.0,No,No,No,1366.0,768.0,HD / HD+,256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.4GHz,Intel,Core i5 6300U,Intel,HD Graphics 520
1099,Lenovo,Gaming,15.6,8GB,128GB SSD +  1TB HDD,No OS,2400.0,52694.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),128GB SSD +  1TB HDD,128GB SSD,1TB HDD,SSD,HDD,2.5GHz,Intel,Core i5 7300HQ,Nvidia,GeForce GTX 1060
1100,HP,Gaming,17.3,8GB,128GB SSD +  1TB HDD,Windows 10,3400.0,60153.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),128GB SSD +  1TB HDD,128GB SSD,1TB HDD,SSD,HDD,2.3GHz,Intel,Core i5 6300HQ,Nvidia,GeForce GTX 1060
1101,HP,Notebook,15.6,8GB,2TB HDD,Windows 10,2000.0,33513.0,No,No,No,1366.0,768.0,Quad HD (QHD),2TB HDD,2TB HDD,Not Available,HDD,Not Available,2.7GHz,Intel,Core i7 7500U,Intel,HD Graphics 620
1102,Lenovo,2 in 1 Convertible,14,8GB,512GB SSD,Windows 7,1800.0,109244.0,Yes,Yes,No,1920.0,1080.0,Full HD (FHD),512GB SSD,512GB SSD,Not Available,SSD,Not Available,2.6GHz,Intel,Core i7 6600U,Nvidia,Quadro M500M
1103,Asus,Notebook,14,4GB,32GB Flash Storage,Windows 10,1500.0,14812.0,No,No,No,1366.0,768.0,Full HD (FHD),32GB Flash Storage,32GB Flash Storage,Not Available,Flash,Not Available,1.1GHz,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500
1104,HP,Ultrabook,15.6,8GB,256GB SSD,Windows 10,1800.0,40067.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.7GHz,Intel,Core i7 7500U,Intel,HD Graphics 620
1105,Acer,Notebook,15.6,4GB,1TB HDD,Windows 10,2200.0,32820.0,No,No,No,1920.0,1080.0,Quad HD (QHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.5GHz,Intel,Core i5 7200U,Nvidia,GeForce 940MX
1106,Lenovo,Notebook,15.6,16GB,1.0TB Hybrid,Windows 10,2500.0,58555.0,No,No,No,1920.0,1080.0,Full HD (FHD),1.0TB Hybrid,1.0TB Hybrid,Not Available,Hybrid,Not Available,2.5GHz,Intel,Core i7 6500U,AMD,Radeon R7 M360
1107,HP,Workstation,17.3,8GB,256GB SSD,Windows 7,3000.0,210424.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.6GHz,Intel,Core i7 6700HQ,Nvidia,Quadro M3000M
1108,Dell,Notebook,15.6,8GB,1TB HDD,Windows 10,2500.0,41772.0,No,No,No,1366.0,768.0,Full HD (FHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.5GHz,Intel,Core i5 7200U,AMD,Radeon R7 M445
1109,MSI,Gaming,17.3,16GB,256GB SSD +  1TB HDD,Windows 10,3800.0,127819.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD +  1TB HDD,256GB SSD,1TB HDD,SSD,HDD,2.7GHz,Intel,Core i7 6820HQ,Nvidia,GeForce GTX 980M
1110,HP,Ultrabook,15.6,8GB,256GB SSD,Windows 7,1900.0,115709.0,No,No,No,1920.0,1080.0,Quad HD (QHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i7 6500U,Intel,HD Graphics 520
1111,Lenovo,2 in 1 Convertible,14,16GB,512GB SSD,Windows 10,2800.0,130003.0,Yes,Yes,No,2560.0,1440.0,HD / HD+,512GB SSD,512GB SSD,Not Available,SSD,Not Available,2.6GHz,Intel,Core i7 6600U,Intel,HD Graphics 520
1112,MSI,Gaming,15.6,8GB,128GB SSD +  1TB HDD,Windows 10,2400.0,60888.0,No,No,No,1920.0,1080.0,HD / HD+,128GB SSD +  1TB HDD,128GB SSD,1TB HDD,SSD,HDD,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
1113,HP,2 in 1 Convertible,13.3,8GB,256GB SSD,Windows 10,1500.0,86793.0,Yes,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.4GHz,Intel,Core i5 6300U,Intel,HD Graphics 520
1114,HP,Workstation,15.6,8GB,256GB SSD,Windows 7,2600.0,118761.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.6GHz,Intel,Core i7 6700HQ,Nvidia,Quadro M1000M
1115,HP,2 in 1 Convertible,13.3,8GB,256GB SSD,Windows 10,1500.0,95851.0,Yes,No,No,2560.0,1440.0,4K Ultra HD (UHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.6GHz,Intel,Core i7 6600U,Intel,HD Graphics 520
1116,HP,Workstation,15.6,8GB,256GB SSD,Windows 7,2000.0,101179.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.6GHz,Intel,Core i7 6700HQ,Nvidia,Quadro M1000M
1117,HP,Ultrabook,12.5,8GB,256GB SSD,Windows 7,1300.0,122381.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.50GHz,Intel,Core i7 6500U,Intel,HD Graphics 520
1118,Dell,Notebook,15.6,8GB,256GB SSD,Windows 10,2200.0,53807.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.7GHz,Intel,Core i7 7500U,Nvidia,GeForce 940MX
1119,HP,Notebook,15.6,8GB,256GB SSD,Windows 7,1900.0,84129.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.3GHz,Intel,Core i5 6200U,Intel,HD Graphics 520
1120,Lenovo,2 in 1 Convertible,14,8GB,256GB SSD,Windows 10,1300.0,124622.0,Yes,Yes,No,2560.0,1440.0,Quad HD (QHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i7 6500U,Intel,HD Graphics 520
1121,Lenovo,Notebook,15.6,4GB,1TB HDD,No OS,1900.0,18062.0,No,No,No,1366.0,768.0,Full HD (FHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.0GHz,Intel,Core i3 6006U,Intel,HD Graphics 520
1122,HP,Notebook,15.6,4GB,500GB HDD,Windows 10,1900.0,15824.0,No,No,No,1366.0,768.0,Full HD (FHD),500GB HDD,500GB HDD,Not Available,HDD,Not Available,1.8GHz,AMD,E-Series 7110,AMD,Radeon R2 Graphics
1123,Lenovo,Notebook,15.6,8GB,1TB HDD,No OS,2300.0,31915.0,No,No,No,1920.0,1080.0,Full HD (FHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.3GHz,Intel,Core i5 6200U,AMD,Radeon R5 M330
1124,Dell,Gaming,15.6,8GB,1TB HDD,Windows 10,2600.0,63883.0,No,No,No,1920.0,1080.0,HD / HD+,1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050Ti
1125,Dell,Notebook,15.6,8GB,256GB SSD,Windows 10,2000.0,119916.0,Yes,Yes,No,3840.0,2160.0,HD / HD+,256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.3GHz,Intel,Core i5 6300HQ,Nvidia,GeForce 960M
1126,HP,Notebook,15.6,4GB,256GB SSD,Windows 10,1900.0,25515.0,No,No,No,1920.0,1080.0,4K Ultra HD (UHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,AMD,A6-Series A6-9220,AMD,Radeon 520
1127,MSI,Gaming,17.3,16GB,256GB SSD +  1TB HDD,Windows 10,2700.0,79536.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD +  1TB HDD,256GB SSD,1TB HDD,SSD,HDD,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050 Ti
1128,Lenovo,Ultrabook,14,12GB,512GB SSD,Windows 7,1400.0,122491.0,No,No,No,1920.0,1080.0,Full HD (FHD),512GB SSD,512GB SSD,Not Available,SSD,Not Available,2.6GHz,Intel,Core i7 6600U,Intel,HD Graphics 520
1129,Lenovo,Notebook,15.6,8GB,1.0TB Hybrid,Windows 10,2500.0,42011.0,No,No,No,1920.0,1080.0,HD / HD+,1.0TB Hybrid,1.0TB Hybrid,Not Available,Hybrid,Not Available,2.3GHz,Intel,Core i5 6200U,AMD,Radeon R5 M330
1130,HP,2 in 1 Convertible,13.3,8GB,512GB SSD,Windows 10,1500.0,108744.0,Yes,No,No,2560.0,1440.0,Full HD (FHD),512GB SSD,512GB SSD,Not Available,SSD,Not Available,2.6GHz,Intel,Core i7 6600U,Intel,HD Graphics 520
1131,Lenovo,Ultrabook,14,8GB,256GB SSD,Windows 7,1700.0,79867.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.6GHz,Intel,Core i7 6600U,Intel,HD Graphics 520
1132,MSI,Gaming,14,16GB,256GB SSD +  1TB HDD,Windows 10,1700.0,94252.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD +  1TB HDD,256GB SSD,1TB HDD,SSD,HDD,2.6GHz,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 970M
1133,HP,Gaming,15.6,8GB,1TB HDD,Windows 10,2600.0,47899.0,No,Yes,No,1920.0,1080.0,HD / HD+,1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
1134,Lenovo,Notebook,15.6,8GB,1TB HDD,Windows 10,2200.0,24456.0,No,No,No,1366.0,768.0,HD / HD+,1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.0GHz,Intel,Core i3 6006U,Intel,HD Graphics 520
1135,HP,Notebook,15.6,4GB,500GB HDD,No OS,2100.0,25414.0,No,No,No,1366.0,768.0,Full HD (FHD),500GB HDD,500GB HDD,Not Available,HDD,Not Available,2.3GHz,Intel,Core i5 6200U,Intel,HD Graphics 520
1136,Dell,Gaming,15.6,8GB,128GB SSD +  1TB HDD,Windows 10,2600.0,79813.0,No,No,No,3840.0,2160.0,Full HD (FHD),128GB SSD +  1TB HDD,128GB SSD,1TB HDD,SSD,HDD,2.8GHz,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050 Ti
1137,Lenovo,Notebook,15.6,8GB,256GB SSD,Windows 10,2000.0,74059.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i5 7200U,Intel,HD Graphics 620
1138,Lenovo,Notebook,15.6,4GB,1TB HDD,Windows 10,2200.0,24935.0,No,No,No,1920.0,1080.0,Full HD (FHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,2GHz,Intel,Core i3 6006U,Nvidia,GeForce 920MX
1139,HP,Notebook,14,2GB,32GB Flash Storage,Windows 10,1400.0,13267.0,No,No,No,1366.0,768.0,Full HD (FHD),32GB Flash Storage,32GB Flash Storage,Not Available,Flash,Not Available,1.6GHz,Intel,Celeron Dual Core N3060,Intel,HD Graphics 400
1140,MSI,Gaming,15.6,8GB,1TB HDD,Windows 10,2200.0,44702.0,No,Yes,No,1920.0,1080.0,HD / HD+,1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.7GHz,Intel,Core i7 7500U,Nvidia,GeForce GTX 1050
1141,HP,Notebook,15.6,8GB,256GB SSD,Windows 10,2000.0,36177.0,No,No,No,1920.0,1080.0,Quad HD (QHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.5GHz,Intel,Core i7 6500U,Intel,HD Graphics 520
1142,HP,Notebook,15.6,16GB,512GB SSD,Windows 10,2100.0,61752.0,No,No,No,1920.0,1080.0,Full HD (FHD),512GB SSD,512GB SSD,Not Available,SSD,Not Available,1.8GHz,Intel,Core i7 8550U,Intel,UHD Graphics 620
1143,Asus,Notebook,15.6,4GB,500GB HDD,Windows 10,2200.0,19660.0,No,No,No,1366.0,768.0,Full HD (FHD),500GB HDD,500GB HDD,Not Available,HDD,Not Available,1.6GHz,Intel,Celeron Dual Core N3050,Intel,HD Graphics
1144,Lenovo,Notebook,15.6,4GB,500GB HDD,No OS,2100.0,21205.0,No,No,No,1366.0,768.0,HD / HD+,500GB HDD,500GB HDD,Not Available,HDD,Not Available,2.3GHz,Intel,Core i5 6200U,Intel,HD Graphics 520
1145,Lenovo,Notebook,15.6,8GB,1TB HDD,No OS,2200.0,37776.0,No,No,No,1920.0,1080.0,Full HD (FHD),1TB HDD,1TB HDD,Not Available,HDD,Not Available,2.7GHz,Intel,Core i7 7500U,Nvidia,GeForce 940MX
1146,Asus,Notebook,14,4GB,256GB SSD,Windows 10,2000.0,40972.0,No,No,No,1920.0,1080.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.4GHz,Intel,Core i3 7100U,Intel,HD Graphics 620
1147,Lenovo,Notebook,15.6,4GB,1.0TB Hybrid,Windows 7,2300.0,43956.0,No,No,No,1920.0,1080.0,Full HD (FHD),1.0TB Hybrid,1.0TB Hybrid,Not Available,Hybrid,Not Available,2.5GHz,Intel,Core i7 6500U,Intel,HD Graphics 520
1148,Lenovo,Gaming,15.6,16GB,512GB SSD,Windows 10,3300.0,69530.0,No,Yes,No,1920.0,1080.0,Full HD (FHD),512GB SSD,512GB SSD,Not Available,SSD,Not Available,2.6GHz,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 960
1149,MSI,Gaming,15.6,16GB,128GB SSD +  1TB HDD,Windows 10,1900.0,114732.0,No,No,No,1920.0,1080.0,Quad HD+ (QHD+),128GB SSD +  1TB HDD,128GB SSD,1TB HDD,SSD,HDD,2.6GHz,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 970M
1150,HP,Notebook,15.6,4GB,500GB HDD,Windows 10,2100.0,34632.0,No,No,No,1366.0,768.0,Full HD (FHD),500GB HDD,500GB HDD,Not Available,HDD,Not Available,2.3GHz,Intel,Core i3 6100U,Intel,HD Graphics 520
1151,Lenovo,2 in 1 Convertible,14,8GB,256GB SSD,Windows 10,1400.0,87219.0,Yes,Yes,No,2560.0,1440.0,Full HD (FHD),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.3GHz,Intel,Core i5 6200U,Intel,HD Graphics 520
1152,Lenovo,Ultrabook,15.6,6GB,256GB SSD,Windows 10,1500.0,44276.0,No,No,No,1920.0,1080.0,Quad HD+ (QHD+),256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.7GHz,Intel,Core i7 7500U,Nvidia,GeForce 920M
1153,Dell,Notebook,15.6,8GB,256GB SSD,Linux,2000.0,47686.0,No,No,No,1920.0,1080.0,HD / HD+,256GB SSD,256GB SSD,Not Available,SSD,Not Available,2.7GHz,Intel,Core i7 7500U,Nvidia,GeForce GT 940MX
1154,Acer,Notebook,15.6,4GB,500GB HDD,Windows 10,2100.0,17742.0,No,No,No,1366.0,768.0,Quad HD+ (QHD+),500GB HDD,500GB HDD,Not Available,HDD,Not Available,2GHz,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500
